ID;DISCIPLINA;ARGOMENTO;SUBARGOMENTO;COMANDO;ESERCIZIO;LIVELLO;SOLUZIONE;TIPO
722;Matematica;numeri_razionali;a_problemi_frazioni;Risolvere il seguente problema eseguendo un ragionamento logico descritto da operazioni e schemi comprensibili:;"Da un'indagine sulle attività sportive degli studenti di una classe emerge che $\frac{1}{3}$ pratica il nuoto; tra i rimanenti $\frac{1}{4}$ gioca solo a calcio, $\frac{1}{4}$ solo a pallavolo, mentre 6 ragazzi praticano altri sport. Da quanti alunni è composta la classe?";1;$18$;A
723;Matematica;numeri_razionali;a_problemi_frazioni;Risolvere il seguente problema eseguendo un ragionamento logico descritto da operazioni e schemi comprensibili:;Una certa colonia è costituita per $\frac{1}{4}$ da topi bianchi e per $\frac{3}{4}$ da topi neri. $\frac{1}{2}$ dei topi bianchi ha gli occhi azzurri mentre solo $\frac{1}{5}$ dei i topi neri ha gli occhi azzurri. Sapendo che $99$ topi hanno gli occhi azzurri, da quanti topi è composta la colonia?;2;$[360]$;A
724;Matematica;numeri_razionali;a_problemi_frazioni;Risolvere il seguente problema eseguendo un ragionamento logico descritto da operazioni e schemi comprensibili:;In una scuola, il numero delle ragazze è il doppio di quello dei ragazzi. Quest'anno a Kangaroo prendono parte $\frac{3}{10}$ delle ragazze e $\frac{3}{5}$ dei ragazzi. Complessivamente, qual è la frazione del totale degli studenti di quella scuola che quest'anno prende parte a Kangaroo?;2;$\frac{2}{5}$;A
725;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
2 x-5 y=7 \\
x-3 y=1
\end{array}\right.$";1;"$[(16; 5)]$";A
726;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
5 x+y=20 \\
5 x+7 y=20
\end{array}\right.$";1;"$[(4; 0)]$";A
727;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
2 x-y=7 \\
4 x+3 y=4
\end{array}\right.$";1;"$(5/2; -2)$";A
728;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
(x-2)^{2}+(y-1)(y+1)=x^{2}+y^{2}+3 \\
(x-3 y)(x+3 y)-x^{2}+3 y=4-9 y^{2}-2 x
\end{array}\right.$";2;"$(0;4/3)$";A
729;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
x-2=\dfrac{y}{3}-1+\dfrac{x}{2} \\
\dfrac{5 x+3 y}{6}-3=\dfrac{2 x-y}{4}+\dfrac{7}{12}
\end{array}\right.$";2;"$[(4; 3)]$";A
730;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
\dfrac{x-2}{5}-\dfrac{2 y-1}{3}=\dfrac{x+y}{15} \\
\dfrac{1}{3} x-2 y=1
\end{array}\right.$";2;"$(-27; -5)$";A
731;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
2 x-5 y=7 \\
x-3 y=1
\end{array}\right.$";1;"$[(16; 5)]$";A
732;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
5 x+y=20 \\
5 x+7 y=20
\end{array}\right.$";1;"$[(4; 0)]$";A
733;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
2 x-y=7 \\
4 x+3 y=4
\end{array}\right.$";1;"$(5/2; -2)$";A
734;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
(x-2)^{2}+(y-1)(y+1)=x^{2}+y^{2}+3 \\
(x-3 y)(x+3 y)-x^{2}+3 y=4-9 y^{2}-2 x
\end{array}\right.$";2;"$(0;4/3)$";A
735;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
x-2=\dfrac{y}{3}-1+\dfrac{x}{2} \\
\dfrac{5 x+3 y}{6}-3=\dfrac{2 x-y}{4}+\dfrac{7}{12}
\end{array}\right.$";2;"$[(4; 3)]$";A
736;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
\dfrac{x-2}{5}-\dfrac{2 y-1}{3}=\dfrac{x+y}{15} \\
\dfrac{1}{3} x-2 y=1
\end{array}\right.$";2;"$(-27; -5)$";A
737;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
2 x-5 y=7 \\
x-3 y=1
\end{array}\right.$";1;"$[(16; 5)]$";A
738;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
5 x+y=20 \\
5 x+7 y=20
\end{array}\right.$";1;"$[(4; 0)]$";A
739;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
2 x-y=7 \\
4 x+3 y=4
\end{array}\right.$";1;"$(5/2; -2)$";A
740;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
(x-2)^{2}+(y-1)(y+1)=x^{2}+y^{2}+3 \\
(x-3 y)(x+3 y)-x^{2}+3 y=4-9 y^{2}-2 x
\end{array}\right.$";2;"$(0;4/3)$";A
741;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
x-2=\dfrac{y}{3}-1+\dfrac{x}{2} \\
\dfrac{5 x+3 y}{6}-3=\dfrac{2 x-y}{4}+\dfrac{7}{12}
\end{array}\right.$";2;"$[(4; 3)]$";A
742;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;"$\left\{\begin{array}{l}
\dfrac{x-2}{5}-\dfrac{2 y-1}{3}=\dfrac{x+y}{15} \\
\dfrac{1}{3} x-2 y=1
\end{array}\right.$";2;"$(-27; -5)$";A
743;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;$\left\{\begin{array}{l}x-y=4 \\ x+3 y=8\end{array}\right.$;1;"$(5; 1)$";A
744;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;$\left\{\begin{array}{l}2 x-y=3 \\ 7 x-y=1\end{array}\right.$;1;"$(-2/5; -19/5)$";A
745;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;$\left\{\begin{array}{l}3 x-8 y=-12 \\ \dfrac{1}{2} x+4 y=-3\end{array}\right.$;2;"$(-9/2; -3/16)$";A
746;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;$\left\{\begin{array}{l}(x+2)^{2}-1=x^{2}-5 y \\ 4 x-1=-y\end{array}\right.$;2;"$(1/2; -1)$";A
747;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;$\left\{\begin{array}{l}10(x-1)+7 y-(x+1)(x-1)=x(1-x)+1 \\ 6 x+7 y=9\end{array}\right.$;2;"$(5/3; 7/3)$";A
748;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;$\left\{\begin{array}{l}1+3(2 x-2)(1+x)-6 x^{2}+3=2 y-6 x+4 \\ x-3 y+2=0\end{array}\right.$;2;"$(1/3; 1)$";A
749;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;$\left\{\begin{array}{l}x+2 y=8 \\ x-y=-1\end{array}\right.$;1;"$(2; 3)$";A
750;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;$\left\{\begin{array}{l}2 x-y=0 \\ 2 x+y=4\end{array}\right.$;1;"$/1; 2)$";A
751;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;$\left\{\begin{array}{l}15 x-y=-15 \\ 2 x+y=-2\end{array}\right.$;1;"$(-1; 0)$";A
752;Matematica;sistemi_lineari;a_metodo_scelta;Risolvere il seguente sistema con un metodo a propria scelta:;$\left\{\begin{array}{l}3 x+5 y=30 \\ 3 x-2 y=-12\end{array}\right.$;1;"$(0; 6)$";A
753;Matematica;rette;a_disegnare;Risolvere il seguente esercizio:;Disegnare la retta $y=-2x+3$ nel piano cartesiano.;1;$...$;A
754;Matematica;rette;a_disegnare;Risolvere il seguente esercizio:;Disegnare la retta $y=3x-1$ nel piano cartesiano.;1;$...$;A
755;Matematica;rette;a_disegnare;Risolvere il seguente esercizio:;Disegnare la retta $y=-2x-3$ nel piano cartesiano.;1;$...$;A
756;Matematica;rette;a_disegnare;Risolvere il seguente esercizio:;Disegnare la retta $y=-2x+4$ nel piano cartesiano.;1;$...$;A
757;Matematica;rette;a_disegnare;Risolvere il seguente esercizio:;"Disegnare la retta $4x-3y+9=0$ nel piano cartesiano e verificare se il punto $P(0;3)$ le appartiene.";2;$y = (4/3)x + 3$;A
758;Matematica;rette;a_disegnare;Risolvere il seguente esercizio:;"Disegnare la retta $5x+3y-9=0$ nel piano cartesiano e verificare se il punto $P(-2;-4)$ le appartiene.";2;$y = (-5/3)x + 3$;A
759;Matematica;rette;a_coeff_ang;Risolvere il seguente esercizio:;"Determinare il coefficiente angolare $m$ della retta passante per i punti $A(3; 0)$ e $B(-2; 5)$.";1;$[m=-1$ è parallela];A
760;Matematica;rette;a_coeff_ang;Risolvere il seguente esercizio:;"Determinare il coefficiente angolare $m$ della retta passante per i punti $A(0; -3)$ e $B(-2; 5)$.";1;$[m=-4$ è parallela];A
761;Matematica;rette;a_coeff_ang;Risolvere il seguente esercizio:;"Determinare il coefficiente angolare $m$ della retta passante per i punti $A\left(-\dfrac{1}{3}; -\dfrac{3}{4}\right)$ e $B\left(-2; \dfrac{2}{3}\right)$.";2;$[m = -17/20]$;A
762;Matematica;rette;a_coeff_ang;Risolvere il seguente esercizio:;"Determinare il coefficiente angolare $m$ della retta passante per i punti $A\left(-\dfrac{1}{2}; -\dfrac{3}{2}\right)$ e $B\left(3; \dfrac{4}{5}\right)$.";2;$[m = 23/35]$;A
763;Matematica;parabole;a_retta_parabola;Risolvere il seguente esercizio:;Data la parabola di equazione $y=x^2-3x+2$, determinare l’equazione della retta tangente nel suo punto di ascissa $x_0=-1$.;1;$y=-5x+1$;A
764;Matematica;parabole;a_retta_parabola;Risolvere il seguente esercizio:;Data la parabola di equazione $y=\dfrac{1}{2}x^2-4x-6$, determinare l’equazione della retta tangente nel suo punto di ascissa $x_0=0$.;1;$y=-4x-6$;A
765;Matematica;parabole;a_retta_parabola;Risolvere il seguente esercizio:;Scrivere l’equazione della retta di coefficiente angolare $m=-3$ e tangente alla parabola di equazione $y=3x^2-4x$.;3;"$y=-3x-1/12; (1/6;-7/12)$";A
766;Matematica;parabole;a_retta_parabola;Risolvere il seguente esercizio:;Determinare l’equazione della retta tangente alla parabola di equazione $y=-x^2+x+2$ con coefficiente angolare $m=\frac{1}{2}$.;3;"$y=1/2x+33/16; (1/4;17/16)$";A
767;Matematica;trigonometria;a_triangoli_rettangoli_ap;Risolvere il seguente esercizio:;In un triangolo rettangolo un cateto misura $48$ cm e l’ipotenusa $60$ cm. Determinare l’altro cateto, gli angoli, il perimetro e l’area.;1;$36,53.13,36.87,144,864$;A
768;Matematica;trigonometria;a_triangoli_qualsiasi_ap;Risolvere il seguente esercizio:;In un triangolo qualsiasi $ABC$ i lati $AB$ e $BC$ misurano rispettivamente $67$ cm e $45$ cm e l’angolo in $C$ misura $35^\circ$. Determinare gli angoli e i lati mancanti.;2;"$98.8;22.6;22.4$";A
769;Matematica;trigonometria;a_triangoli_rettangoli_ap;Risolvere il seguente esercizio:;In un triangolo rettangolo un cateto misura $40$ cm e l’ipotenusa $55$ cm. Determinare l’altro cateto, gli angoli, il perimetro e l’area.;1;$37.73,46.67,43.33,132.73,754.6$;A
770;Matematica;trigonometria;a_triangoli_qualsiasi_ap;Risolvere il seguente esercizio:;In un triangolo qualsiasi $ABC$ i lati $AB$ e $BC$ misurano rispettivamente $43$ cm e $60$ cm e l’angolo in $C$ misura $40^\circ$. Determinare gli angoli e i lati mancanti.;2;$42.73,64.74,75.26$;A
771;Matematica;parabole;a_condizioni_passaggio;Trovare l'equazione della parabola che passa per i seguenti punti:;$A(1, 2)$, $B(0, 11)$, $C(3, 2)$.;1;$y = 3x^2 - 12x + 11$;A
772;Matematica;parabole;a_condizioni_passaggio;Trovare l'equazione della parabola che passa per i seguenti punti:;$A(2, 1)$, $B(0, -3)$, $C(3, 4)$.;1;$y = (1/3)x^2 + (4/3)x - 3$;A
773;Matematica;parabole;a_condizioni_passaggio;Trovare l'equazione della parabola che passa per i seguenti punti:;$A(-2, 1)$, $B(0, 4)$, $C(3, -4)$.;1;$y = -5/6x^2 + 1/6x + 4$;A
774;Matematica;parabole;a_condizioni_passaggio;Risolvere il seguente esercizio:;"Trovare l'equazione della parabola che passa per il punto $A(4;\frac{1}{2})$, con vertice $V(-2;5)$.";2;$y = -(1/8)x^2 - (1/2)x +9/2$;A
775;Matematica;parabole;a_condizioni_passaggio;Risolvere il seguente esercizio:;"Trovare l'equazione della parabola che passa per il punto $A(-2;\frac{1}{4})$, con vertice $V(-1;3)$.";2;$y = -(11/4)x^2 - (11/2)x + 1/4$;A
776;Matematica;parabole;a_condizioni_passaggio;Risolvere il seguente esercizio:;"Trovare l'equazione della parabola che passa per il punto $A(-3;\frac{1}{2})$, con vertice $V(-2;1)$.";2;$y = -(1/2)x^2 - 2x - 1$;A
777;Matematica;funzione_quadratica;a_problemi_ottimiz;Risolvere il seguente problema con l’utilizzo della funzione quadratica:;Un agricoltore dispone di $400$ metri di recinzione per delimitare un terreno rettangolare adiacente a un fiume. Non è necessario recintare il lato del terreno che si affaccia sul fiume. L'agricoltore vuole massimizzare l'area del terreno da coltivare. Quali devono essere le dimensioni del terreno (lunghezza e larghezza) per ottenere l'area massima?;1;$200x100$;A
778;Matematica;funzione_quadratica;a_problemi_ottimiz;Risolvere il seguente problema con l’utilizzo della funzione quadratica:;Un'azienda produce e vende dei telefoni cellulari. Il costo totale di produzione (in euro) è dato dalla funzione $C(x) = x^2 - 100x + 5000$ dove $x$ rappresenta il numero di telefoni prodotti. Il prezzo di vendita di ogni telefono è di $150$ euro. Quale quantità di telefoni deve produrre l'azienda per massimizzare il profitto?;1;$125$;A
779;Matematica;funzione_quadratica;a_problemi_ottimiz;Risolvere il seguente problema con l’utilizzo della funzione quadratica:;Un’azienda produce e vende dei pannelli solari. Il ricavo totale (in euro) ottenuto dalla vendita di $x$ pannelli è dato dalla funzione $R(x) = -0,5x^2 + 150x$ mentre il costo totale di produzione (in euro) degli stessi $x$ pannelli è $C(x) = 10x + 5000$. Quanti pannelli deve produrre e vendere l’azienda per massimizzare il profitto?;1;$140$;A
780;Matematica;insiemi;a_problemi;Dati tre insiemi $X_1$, $X_2$, $X_3$, utilizzando la formula $|X_1 \cup X_2| = |X_1| + |X_2| - |X_1 \cap X_2|$ e le altre proprietà conosciute, mostrare con semplici passaggi algebrici che vale la seguente:;$$|X_1 \cup X_2 \cup X_3| = |X_1| + |X_2| + |X_3| - |X_1 \cap X_2| - |X_1 \cap X_3| - |X_2 \cap X_3| + |X_1 \cap X_2 \cap X_3|$$;3;$dim$;A
781;Matematica;insiemi;a_problemi;Siano $A$, $B$ e $C$ tre insiemi. Dimostrare, con semplici passaggi algebrici e utilizzando le proprietà conosciute, che vale la seguente uguaglianza:;$$(A \cup B) - C = (A - C) \cup (B - C)$$;3;$dim$;A
782;Matematica;rette;a_equaz_par_perp;Risolvere il seguente esercizio:;"Scrivere l’equazione della retta che soddisfa entrambe le seguenti condizioni: a) è perpendicolare alla retta passante per $A(-2; -5)$ e $B(3; 1)$; b) passa per il punto $C(2; -3)$.";1;$5x+6y+8=0$;A
783;Matematica;rette;a_equaz_par_perp;Risolvere il seguente esercizio:;"Fra le rette parallele alla retta $r$ di equazione $x+2y-10=0$, determinare quella che passa per il punto $A(4; -3)$.";1;$x+2y+2=0$;A
784;Matematica;rette;a_equaz_par_perp;Risolvere il seguente esercizio:;"Fra le rette passanti per il punto $P(1; 3)$, determinare l’equazione della retta che interseca l’asse $x$ nel punto $A(2; 0)$ e l’equazione della retta che interseca l’asse $y$ nel punto $B(0; -1)$.";2;"$y=-3x+6; y=4x-1$";A
785;Matematica;rette;a_equaz_par_perp;Risolvere il seguente esercizio:;"Dati la retta $r$ di equazione $2x+y-12=0$ e il punto $A(-2; -1)$, scrivere l’equazione della retta parallela a $r$ e passante per $A$ e l’equazione della retta perpendicolare a $r$ e passante per $A$.";2;"$2x+y+5=0; x-2y=0$";A
786;Matematica;rette;a_condiz_param;Risolvere il seguente esercizio:;Determinare il valore del parametro $k$ in modo che la retta $r$ di equazione $(2k-1)x+3y-k=0$ sia parallela alla retta $s$ di equazione $4x-y+5=0$.;1;$k=-11/2$;A
787;Matematica;rette;a_condiz_param;Risolvere il seguente esercizio:;Determinare per quale valore del parametro $k$ la retta $r$ di equazione $(k-1)x-ky+2=0$ è parallela alla retta $s$ di equazione $3x+y-1=0$.;1;$k=1/4$;A
788;Matematica;rette;a_condiz_param;Risolvere il seguente esercizio:;Determinare il valore del parametro $k$ in modo che la retta $r$ di equazione $(k+3)x-2y+1=0$ sia perpendicolare alla retta $s$ di equazione $x-ky-2=0$.;2;$k=-1$;A
789;Matematica;rette;a_condiz_param;Risolvere il seguente esercizio:;Trovare il valore di $k$ affinché la retta $r$ di equazione $2x+(k-1)y-5=0$ sia perpendicolare alla retta $s$ di equazione $kx+2y+1=0$.;2;$k=1/2$;A
790;Matematica;equazioni_intere_grado_1;a_problemi;Risolvere il seguente problema con l’utilizzo delle equazioni di primo grado:;Un treno parte dalla città A verso la città B alla velocità costante di $80$ $km/h$. Dopo $30$ minuti, un secondo treno parte dalla città B verso la città A alla velocità costante di $100$ $km/h$. La distanza tra le due città è di $500$ $km$. Dopo quanto tempo dalla partenza del primo treno i due treni si incontreranno? A quale distanza da A si incontreranno?;2;"$t=55/18; 3,0056h; 244,44km da A$";A
791;Matematica;equazioni_intere_grado_1;a_problemi;Risolvere il seguente problema con l’utilizzo delle equazioni di primo grado:;Due amici, Luca e Marco, si trovano a $180$ $km$ di distanza e iniziano a muoversi contemporaneamente lungo una strada rettilinea per incontrarsi. Luca parte da una città e viaggia in moto a una velocità costante di $50$ $km/h$. Marco parte dall’altra città e viaggia in bicicletta a $x$ $km/h$, dove $x$ è la velocità incognita. Dopo $2$ ore, Luca si ferma per una pausa di $30$ minuti, mentre Marco prosegue senza fermarsi. Dopo la pausa, Luca riprende il viaggio mantenendo la stessa velocità. I due si incontrano dopo $4$ ore dall’inizio del viaggio. Qual è la velocità di Marco?;2;"$x=10/7; 1.43 km/h$";A
792;Matematica;equazioni_intere_grado_1;a_problemi;Risolvere il seguente problema con l’utilizzo delle equazioni di primo grado:;Due motociclisti, Carlo e Dario, partono contemporaneamente da due città distanti $500$ $km$ e si dirigono l'uno verso l'altro lungo una strada rettilinea. Carlo parte con una velocità costante di $x$ $km/h$, ma dopo $2$ ore rallenta del $20\%$ a causa di un problema tecnico e mantiene questa velocità ridotta fino all’incontro. Dario parte con una velocità di $80$ $km/h$, ma dopo $3$ ore si ferma per una pausa di $30$ minuti. Dopo la pausa, riprende il viaggio con la stessa velocità. I due motociclisti si incontrano dopo $6$ ore dall’inizio del viaggio. Trovare la velocità iniziale $x$ di Carlo.;3;$x=11.54 km/h$;A
793;Matematica;equazioni_intere_grado_1;a_problemi;Risolvere il seguente problema con l’utilizzo delle equazioni di primo grado:;Due ciclisti, Marco e Luca, partono contemporaneamente da due città distanti $450$ $km$ e si dirigono l'uno verso l'altro lungo una strada rettilinea. Marco parte con una velocità costante di $x$ $km/h$, ma dopo $3$ ore incontra un tratto in salita e la sua velocità si riduce del $30\%$ per il resto del tragitto. Luca parte con una velocità di $90$ $km/h$, ma dopo $2$ ore fora una gomma e deve fermarsi per $45$ minuti per effettuare la riparazione. Dopo la sosta, riprende il viaggio alla stessa velocità. I due ciclisti si incontrano dopo $5$ ore dall’inizio del viaggio. Trovare la velocità iniziale $x$ di Marco.;3;$x=15.34 km/h$;A
794;Matematica;rette;a_equaz_par_perp;Risolvere il seguente esercizio:;"Dati i punti $A(-3;2)$ e $M\left(\frac{1}{2}; -\frac{3}{2}\right)$, determinare: (a) il punti $B$, tale che $M$ è il punti nedio di $AB$; (b) l'equazione della retta $AB$; (c) l'equazione dell'asse di $AB$ e il suo punto di intersezione $C$ con l'asse $x$.";3;"$B(4;-5) ; y=-x-1 ; y=x-2 ; C(2;0)$";A
795;Matematica;rette;a_equaz_par_perp;Risolvere il seguente esercizio:;"Un triangolo $ABC$, isoscele sulla base $AB$, è tale che: $C$ è il punto di coordinate $(3;4)$, il lato $AB$ giace sulla retta di equazione $y=-2x$, l'ordinata del punto $A$ è $5$. Determinare le coordinate dei vertici $A$ e $B$ del triangolo.";3;"$A(-5/2; 5) ; B(1/2; -1)$";A
796;Matematica;parabole;a_retta_parabola;Date le seguenti equazioni di una parabola e di una retta, stabilire se la retta è secante, tangente o esterna alla parabola. Se la retta è secante, determinare le coordinate dei due punti di intersezione.;"$y=x^2+2x+4 \,\,\,\,;\,\,\, y=x+4$";2;"$y=1/2x+33/16; (1/4;17/16)$";A
797;Matematica;parabole;a_retta_parabola;Date le seguenti equazioni di una parabola e di una retta, stabilire se la retta è secante, tangente o esterna alla parabola. Se la retta è secante, determinare le coordinate dei due punti di intersezione.;"$y=3x^2-4x+2 \,\,\,\,;\,\,\, y=5x+2$";2;"$y=1/2x+33/16; (1/4;17/16)$";A
798;Matematica;parabole;a_retta_parabola;Date le seguenti equazioni di una parabola e di una retta, stabilire se la retta è secante, tangente o esterna alla parabola. Se la retta è secante, determinare le coordinate dei due punti di intersezione.;"$y=x^2-4x+3 \,\,\,\,;\,\,\, y=x-1$";2;"$y=1/2x+33/16; (1/4;17/16)$";A
799;Matematica;parabole;a_retta_parabola;Date le seguenti equazioni di una parabola e di una retta, stabilire se la retta è secante, tangente o esterna alla parabola. Se la retta è secante, determinare le coordinate dei due punti di intersezione.;"$y=x^2+4x-1 \,\,\,\,;\,\,\, y=3x+1$";2;"$y=1/2x+33/16; (1/4;17/16)$";A
800;Matematica;disequazioni;a_razionale_fratta;Risolvere la seguente disequazione razionale fratta:;$\dfrac{x+2}{x^2-25}\geq0$;1;$-5<x<=-2 V x>5$;A
801;Matematica;disequazioni;a_razionale_fratta;Risolvere la seguente disequazione razionale fratta:;$\dfrac{x-5}{x^2-9}\geq0$;1;$-3<x<3 V x>=5$;A
802;Matematica;disequazioni;a_secondo_grado;Risolvere la seguente disequazione di secondo grado:;$2x^2-7x-15\leq0$;1;$-5<=x<=3/2$;A
803;Matematica;disequazioni;a_secondo_grado;Risolvere la seguente disequazione di secondo grado:;$3x^2+8x-3>0$;1;$x< -3 V x>1/3$;A
804;Matematica;parabole;a_problemi_traiettoria;Nell’immagine si vede una pallina che rimbalza con una traiettoria parabolica. Qual è l’equazione della sua traiettoria e l’altezza massima raggiunta durante il rimbalzo?;\includegraphics[scale=0.4]{pallina_tennis};1;$y = -\frac{1}{3}x^2 + 3x$ e $\left(4.5, 6.75\right)$;A
805;Matematica;parabole;a_problemi_traiettoria;Determinare l’equazione della parabola che descrive la traiettoria del pesce. Trovare poi l’ascissa del punto $B$, in cui il pesce rientra in acqua.;\includegraphics[scale=0.4]{pesce};2;$y = -\frac{1}{2}x^2 + 3x - \frac{5}{2}, \quad x_B = 5$;A
806;Matematica;parabole;a_problemi_traiettoria;Risolvere il seguente problema con l’utilizzo della teoria della parabola:;Un pallone calciato descrive una traiettoria parabolica. Supponiamo che il pallone parta dal punto $(0,0)$, raggiunga un'altezza massima nel punto $(3,6)$ e torni a terra nel punto $(6,0)$. Determinare l’equazione della parabola che descrive la traiettoria del pallone e calcolare l’altezza del pallone quando si trova a $x=2$ metri.;1;$y = -\frac{2}{3}x^2 + 4x$ e $16/3$ circa $5,33m$;A
807;Matematica;parabole;a_problemi_traiettoria;Risolvere il seguente problema con l’utilizzo della teoria della parabola:;Un calciatore effettua un tiro a parabola durante una partita. Sapendo che il pallone raggiunge la massima altezza di $4,5$ metri nel punto $x=2,5$ metri, e che parte da terra nel punto $x=0$, $y=0$, determinare l'equazione della parabola. Successivamente, trovare a che distanza il pallone toccherà nuovamente il suolo.;2;$y = -0.72x^2 + 3.6x$ e $x=5$;A
808;Matematica;equazioni_fratte_grado_2;a_risultato_eq;Risolvere la seguente equazione numerica fratta:;$\dfrac{2}{x} + \dfrac{3}{x+1} = \dfrac{5}{x^2+x} + 1$;1;"$[1;3]$";A
809;Matematica;equazioni_fratte_grado_2;a_risultato_eq;Risolvere la seguente equazione numerica fratta:;$\dfrac{1}{x-2} + \dfrac{2}{x+1} = \dfrac{3}{x^2-x-2}+2$;1;"$[2na;1/2]$";A
810;Matematica;equazioni_fratte_grado_2;a_risultato_eq;Risolvere la seguente equazione numerica fratta:;$\dfrac{2}{x^2-1} + \dfrac{1}{x+1} = \dfrac{3x+1}{(x-1)(x^2+2x+1)}$;2;"$[0;1na]$";A
811;Matematica;equazioni_fratte_grado_2;a_risultato_eq;Risolvere la seguente equazione numerica fratta:;$\dfrac{1}{x^2-4} + \dfrac{2}{x+2} = \dfrac{x+3}{(x-2)(x^2+4x+4)}$;2;$[+-3\sqrt{2}/2]$;A
812;Matematica;equazioni_grado_2;a_grafico;Dopo averne individuato il vertice ed i punti d’intersezione con gli assi cartesiani, traccia il grafico della parabola avente equazione:;$y=-(2x + 1)^2 + x^2 + (x - 1)^2 + (2x + 3)(2x - 3) + 1$;3;\includegraphics[scale=0.4]{sol_gr_par_1};A
813;Matematica;equazioni_grado_2;a_grafico;Dopo averne individuato il vertice ed i punti d’intersezione con gli assi cartesiani, traccia il grafico della parabola avente equazione:;$y=-(x - 3)^2 - 6(x + 2) + (2x - 1)(x + 4) + 37$;3;\includegraphics[scale=0.4]{sol_gr_par_2};A
814;Matematica;parabole;a_condizioni_passaggio;Trovare l'equazione della parabola che passa per i seguenti punti:;$A(-1, 16)$, $B(2, -5)$, $C(8, 7)$.;3;$y = x^2 -8x + 7$;A
815;Matematica;parabole;a_condizioni_passaggio;Trovare l'equazione della parabola che passa per i seguenti punti:;$A(-2, 22)$, $B(2, 6)$, $C(3, 12)$.;3;$y = 2x^2 -4x + 6$;A
816;Matematica;equazioni_grado_2;a_problemi;Risolvere il seguente problema con l’utilizzo delle equazioni di secondo grado:;Le età di un padre, di una madre e di un figlio sono rispettivamente uguali a $32$, $30$ e $7$ anni. Fra quanti anni il quadrato dell’età del figlio sarà uguale al doppio della somma delle età dei genitori?;2;$[5]$;A
817;Matematica;equazioni_grado_2;a_problemi;Risolvere il seguente problema con l’utilizzo delle equazioni di secondo grado:;Paolo investe $10.000$ euro in un titolo e dopo due anni ricava $10.383,60$ euro. Se il tasso di interesse annuo appli­cato nel corso del secondo anno era ridotto del $10\%$ rispetto a quello applicato nel primo, quali sono stati i tassi goduti in ciascun anno?;2;"$[2\%; 1,8\%]$";A
